account_id,customer_id,account_type,balance,open_date,status
1132,1204,Savings,191823.29,2018-07-13,Closed
1133,96,Loan,16463.68,2023-04-23,Inactive
1134,1261,Checking,158314.8,2024-04-06,Inactive
1135,2102,Loan,191974.33,2021-08-20,Closed
1136,2070,Savings,154293.4,2023-02-03,Closed
1137,447,Checking,47909.4,2020-01-15,Closed
1138,2052,Loan,35280.15,2018-09-29,Inactive
1139,1359,Loan,194481.46,2022-06-06,Inactive
1140,253,Loan,137495.59,2020-05-12,Active
1141,1187,Loan,127635.8,2018-03-30,Inactive
1142,979,Savings,183255.42,2021-01-27,Active
1143,1455,Savings,165619.38,2020-02-17,Inactive
1144,1291,Loan,23997.17,2018-06-30,Closed
1145,909,Savings,161092.57,2020-09-22,Active
1146,388,Loan,119770.97,2023-04-26,Closed
1147,1911,Loan,175658.61,2016-06-29,Active
1148,198,Loan,195105.85,2018-05-23,Active
1149,375,Loan,135595.98,2022-01-11,Inactive
1150,888,Savings,80701.4,2017-04-19,Inactive
1151,925,Savings,176417.75,2020-11-16,Active
1152,315,Savings,183585.14,2020-06-06,Closed
1153,2069,Checking,151558.87,2022-03-29,Inactive
1154,1595,Savings,92073.48,2022-05-12,Closed
1155,1668,Loan,143917.36,2022-11-19,Closed
1156,35,Savings,182257.94,2017-09-12,Active
1157,109,Savings,117011.1,2015-06-27,Inactive
1158,1700,Savings,109722.96,2023-09-10,Closed
1159,2146,Savings,48499.36,2018-06-04,Inactive
1160,1368,Checking,127185.1,2025-03-09,Inactive
1161,1081,Loan,56371.66,2023-04-09,Closed
1162,491,Loan,181541.34,2017-12-30,Active
1163,876,Checking,73264.92,2017-09-12,Inactive
1164,549,Savings,14788.51,2019-06-20,Closed
1165,291,Savings,174103.74,2017-06-08,Closed
1166,1175,Savings,107615.48,2024-05-12,Active
1167,948,Checking,105742.65,2022-11-27,Inactive
1168,109,Loan,27428.38,2015-11-23,Inactive
1169,798,Savings,162896.76,2024-02-12,Active
1170,884,Loan,120193.9,2022-06-10,Active
1171,302,Savings,89984.03,2019-07-23,Inactive
1172,1384,Checking,14887.3,2019-01-01,Inactive
1173,150,Loan,149076.14,2020-08-10,Closed
1174,1205,Savings,103695.89,2020-03-01,Inactive
1175,176,Checking,125910.83,2021-06-03,Inactive
1176,974,Checking,187086.26,2019-05-20,Inactive
1177,1784,Loan,8794.86,2025-05-13,Closed
1178,394,Savings,149141.75,2022-12-08,Inactive
1179,74,Savings,188741.52,2021-08-01,Active
1180,2131,Savings,71945.08,2016-04-03,Inactive
1181,363,Savings,76949.97,2024-10-18,Closed
1182,1867,Savings,63735.83,2018-05-24,Closed
1183,872,Savings,190533.73,2025-02-24,Active
1184,1041,Checking,70836.97,2015-10-22,Inactive
1185,2086,Loan,36272.48,2018-11-18,Closed
1186,446,Checking,125088.85,2024-03-13,Inactive
1187,1739,Loan,128652.26,2020-12-09,Active
1188,864,Loan,166194.0,2022-01-31,Inactive
1189,166,Savings,48041.07,2023-12-29,Closed
1190,21,Loan,197021.95,2016-03-29,Active
1191,1404,Checking,47103.85,2017-10-25,Closed
1192,2166,Savings,81195.18,2024-12-08,Active
1193,958,Loan,74547.67,2020-08-13,Closed
1194,509,Savings,20046.19,2020-03-13,Inactive
1195,1850,Loan,138640.42,2015-06-29,Closed
1196,195,Loan,73332.69,2018-01-27,Closed
1197,266,Checking,56795.77,2023-02-16,Active
1198,65,Loan,199070.39,2024-04-06,Inactive
1199,679,Checking,151121.85,2018-11-12,Closed
1200,1724,Loan,114329.41,2022-08-09,Inactive
1201,1215,Loan,128170.74,2017-09-14,Closed
1202,1869,Savings,177774.85,2021-11-25,Inactive
1203,595,Loan,156597.92,2024-11-08,Closed
1204,1574,Loan,190363.0,2020-02-26,Active
1205,602,Checking,112850.64,2020-06-30,Inactive
1206,88,Loan,177411.35,2017-04-24,Closed
1207,797,Savings,178053.21,2020-06-13,Active
1208,758,Savings,58533.55,2023-04-01,Active
1209,1761,Checking,112564.99,2016-05-26,Active
1210,1671,Loan,139785.36,2019-12-14,Closed
1211,1938,Savings,79297.75,2020-05-01,Active
1212,1873,Checking,194454.68,2023-03-19,Active
1213,1811,Savings,149729.95,2021-01-04,Inactive
1214,935,Loan,121149.58,2016-11-08,Inactive
1215,1482,Loan,48414.34,2021-05-08,Closed
1216,568,Loan,179361.69,2019-06-13,Active
1217,1167,Savings,179398.78,2023-10-22,Inactive
1218,483,Savings,180400.83,2018-04-19,Closed
1219,1779,Checking,5502.95,2022-04-12,Active
1220,1664,Loan,152502.61,2015-10-07,Closed
1221,601,Checking,132014.18,2022-10-18,Active
1222,1567,Loan,75348.37,2015-10-26,Inactive
1223,299,Savings,2494.09,2024-08-23,Inactive
1224,1745,Savings,134238.33,2017-08-28,Closed
1225,597,Savings,161350.11,2019-09-13,Inactive
1226,1380,Savings,50012.07,2024-04-07,Active
1227,1094,Checking,108064.35,2017-12-14,Active
1228,1273,Loan,54016.24,2015-08-27,Active
1229,121,Savings,95422.67,2015-09-27,Active
1230,5,Savings,133377.13,2015-09-11,Closed
1231,1779,Loan,77829.93,2018-05-23,Inactive
1232,257,Savings,22915.18,2023-07-02,Inactive
1233,2064,Savings,14548.88,2024-08-01,Closed
1234,792,Loan,66635.62,2015-08-10,Active
1235,197,Savings,74725.88,2022-08-17,Active
1236,1144,Savings,58253.43,2023-08-28,Closed
1237,300,Loan,63939.25,2024-11-08,Inactive
1238,1671,Savings,172511.15,2017-10-28,Closed
1239,803,Loan,189859.45,2020-01-08,Closed
1240,1685,Loan,28301.45,2022-08-21,Closed
1241,1509,Savings,127319.33,2020-10-20,Inactive
1242,69,Checking,87850.23,2020-10-17,Closed
1243,1154,Checking,32043.61,2018-11-27,Closed
1244,1840,Savings,145067.25,2015-07-17,Inactive
1245,533,Loan,27007.22,2017-12-20,Active
1246,378,Loan,174425.89,2017-12-31,Closed
1247,1943,Checking,184579.56,2018-07-16,Active
1248,274,Checking,4058.38,2018-05-09,Closed
1249,2186,Checking,12965.2,2017-07-08,Active
1250,813,Savings,90500.22,2017-08-20,Active
1251,544,Checking,71254.73,2024-03-16,Active
1252,830,Checking,183121.79,2024-10-10,Inactive
1253,446,Checking,108709.43,2017-03-22,Active
1254,1902,Savings,40585.87,2022-03-30,Active
1255,417,Savings,120386.9,2015-10-25,Active
1256,1556,Savings,43383.65,2018-12-11,Inactive
1257,975,Loan,195898.61,2020-11-27,Inactive
1258,543,Checking,98897.49,2024-08-02,Closed
1259,1413,Checking,23813.47,2019-02-25,Active
1260,1833,Savings,178225.81,2018-06-06,Closed
1261,1216,Checking,52552.03,2018-01-01,Active
1262,691,Loan,64266.04,2019-05-02,Active
1263,1621,Checking,101808.86,2018-04-17,Active
1264,1767,Checking,56594.51,2023-11-18,Active
1265,969,Checking,40580.51,2017-11-26,Inactive
1266,417,Checking,93814.8,2019-04-19,Active
1267,581,Checking,148053.75,2020-08-25,Inactive
1268,2103,Savings,182991.69,2019-11-13,Active
1269,58,Savings,127632.02,2017-10-23,Inactive
1270,2197,Savings,20018.76,2020-01-07,Active
1271,1070,Loan,186082.4,2016-09-03,Inactive
1272,703,Loan,108998.08,2022-02-16,Closed
1273,2013,Loan,137199.24,2016-06-11,Inactive
1274,958,Checking,173250.0,2024-03-26,Active
1275,996,Savings,169539.25,2019-02-08,Active
1276,1305,Checking,5345.97,2024-12-03,Active
1277,1842,Loan,4095.2,2024-05-23,Closed
1278,1756,Checking,135989.43,2016-11-05,Active
1279,1858,Checking,139872.36,2019-10-15,Inactive
1280,2034,Savings,180012.66,2024-09-13,Closed
1281,601,Savings,72699.8,2025-05-25,Active
1282,1541,Loan,28297.71,2020-01-27,Closed
1283,701,Savings,44393.6,2024-09-05,Inactive
1284,1344,Loan,31423.04,2018-04-19,Inactive
1285,1500,Savings,155345.96,2018-04-02,Closed
1286,1833,Savings,137192.87,2019-02-10,Inactive
1287,616,Loan,14108.87,2018-09-20,Closed
1288,714,Savings,196331.26,2017-08-14,Active
1289,1341,Loan,79285.05,2018-06-18,Inactive
1290,162,Loan,117921.86,2024-01-02,Closed
1291,1100,Savings,85707.2,2020-07-31,Closed
1292,1183,Loan,173549.57,2022-09-09,Active
1293,520,Savings,170099.93,2022-03-08,Active
1294,942,Loan,168273.66,2017-06-29,Inactive
1295,1028,Loan,193797.66,2025-05-23,Closed
1296,533,Checking,176439.48,2025-02-08,Inactive
1297,2098,Loan,125717.96,2023-01-10,Closed
1298,345,Checking,69029.26,2016-11-02,Closed
1299,2079,Checking,192467.21,2016-03-26,Active
1300,1808,Savings,71066.04,2024-02-09,Active
1301,964,Loan,80031.49,2017-01-20,Inactive
1302,1957,Savings,107623.66,2024-02-13,Closed
1303,765,Savings,186747.82,2022-04-07,Inactive
1304,1126,Checking,155939.71,2018-10-22,Closed
1305,261,Loan,125377.71,2017-12-15,Inactive
1306,2028,Loan,106205.56,2017-05-07,Inactive
1307,615,Loan,114705.87,2019-07-17,Inactive
1308,2072,Checking,143567.22,2019-04-27,Active
1309,531,Checking,102981.43,2023-01-18,Active
1310,2024,Loan,7155.07,2020-11-14,Closed
1311,2180,Checking,136153.33,2018-07-01,Active
1312,1633,Loan,36840.56,2016-10-31,Closed
1313,973,Checking,9900.34,2019-11-19,Inactive
1314,123,Loan,178890.7,2021-04-29,Inactive
1315,1599,Checking,145401.56,2021-07-15,Inactive
1316,1871,Loan,7182.32,2020-08-06,Closed
1317,512,Savings,55559.22,2019-11-03,Closed
1318,721,Loan,68197.61,2023-01-22,Inactive
1319,1100,Checking,36102.49,2017-09-10,Closed
1320,1611,Checking,118515.78,2018-01-31,Active
1321,575,Checking,165206.92,2023-08-05,Closed
1322,1205,Savings,127479.39,2015-12-08,Closed
1323,546,Loan,106306.97,2016-05-01,Closed
1324,1103,Checking,165976.83,2019-12-15,Active
1325,797,Loan,192075.18,2024-03-27,Closed
1326,423,Checking,80682.66,2023-11-02,Inactive
1327,327,Loan,135946.16,2019-12-10,Inactive
1328,765,Loan,152180.39,2019-10-14,Closed
1329,1980,Savings,182747.75,2018-04-10,Inactive
1330,1594,Savings,193709.91,2018-06-10,Active
1331,1654,Loan,43941.25,2021-04-19,Closed
1332,911,Checking,105713.05,2023-02-27,Closed
1333,1516,Savings,44322.51,2018-11-15,Closed
1334,436,Loan,141978.37,2016-01-01,Inactive
1335,1499,Savings,190301.49,2019-03-05,Inactive
1336,2126,Checking,191229.93,2023-10-28,Closed
1337,1329,Savings,121781.71,2019-10-07,Inactive
1338,1177,Checking,44453.45,2024-03-22,Active
1339,1256,Loan,124447.65,2021-08-31,Closed
1340,2099,Loan,14439.18,2016-05-07,Active
1341,1972,Loan,96591.94,2024-05-21,Active
1342,816,Loan,166521.42,2019-01-25,Inactive
1343,967,Checking,158587.02,2022-11-29,Active
1344,1492,Savings,78603.42,2020-01-13,Active
1345,1333,Checking,90462.18,2019-03-30,Inactive
1346,1343,Savings,20998.06,2017-12-05,Closed
1347,711,Checking,123685.6,2016-04-26,Active
1348,1719,Checking,145432.25,2016-05-07,Closed
1349,399,Savings,159660.15,2022-04-08,Inactive
1350,1300,Savings,2719.38,2015-07-15,Closed
1351,1089,Savings,139273.75,2024-10-30,Closed
1352,447,Checking,190052.55,2019-08-27,Active
1353,145,Checking,35053.61,2015-06-30,Inactive
1354,2168,Savings,139063.81,2023-03-12,Closed
1355,1937,Loan,11558.54,2023-10-03,Closed
1356,540,Checking,848.67,2019-08-06,Inactive
1357,532,Savings,168862.79,2022-11-09,Closed
1358,1427,Checking,32139.3,2021-12-15,Active
1359,1356,Loan,161724.13,2023-09-05,Inactive
1360,1705,Savings,191086.99,2021-08-23,Closed
1361,2075,Checking,158355.27,2024-02-06,Inactive
1362,1812,Checking,59379.36,2021-07-06,Active
1363,567,Checking,141073.38,2025-05-09,Closed
1364,1382,Loan,178580.78,2024-04-14,Inactive
1365,1391,Loan,117458.4,2022-12-23,Inactive
1366,1300,Loan,168236.06,2023-09-27,Inactive
1367,729,Loan,25343.82,2017-01-19,Closed
1368,487,Savings,162389.79,2020-11-08,Inactive
1369,1362,Savings,26793.12,2023-06-02,Active
1370,162,Savings,30766.6,2019-06-13,Inactive
1371,1526,Loan,45529.46,2019-04-24,Closed
1372,951,Savings,191671.5,2019-06-02,Active
1373,475,Checking,173631.26,2021-02-11,Active
1374,854,Savings,64457.31,2019-03-30,Inactive
1375,139,Loan,40420.3,2023-12-29,Closed
1376,1744,Loan,147500.1,2019-01-24,Closed
1377,412,Checking,60304.12,2023-12-12,Closed
1378,2150,Loan,76305.05,2016-02-04,Closed
1379,2010,Savings,99666.69,2018-08-06,Closed
1380,910,Checking,89525.37,2019-08-28,Closed
1381,1807,Loan,189866.23,2024-07-19,Closed
1382,1693,Savings,149253.47,2020-05-30,Active
1383,1501,Loan,196950.39,2016-05-31,Closed
1384,687,Checking,57226.61,2021-01-05,Active
1385,2154,Savings,160979.64,2022-11-22,Active
1386,434,Loan,26312.02,2020-05-20,Active
1387,518,Savings,121119.14,2023-04-06,Closed
1388,30,Loan,60626.32,2021-12-03,Active
1389,242,Checking,147528.44,2017-03-29,Active
1390,2129,Savings,82781.28,2018-05-01,Inactive
1391,656,Savings,143367.69,2023-05-06,Inactive
1392,1414,Savings,106268.88,2024-05-20,Inactive
1393,1655,Loan,141086.42,2017-07-01,Closed
1394,1868,Savings,157278.05,2018-01-26,Inactive
1395,1967,Checking,63830.2,2016-03-16,Closed
1396,1488,Loan,125360.77,2023-04-24,Inactive
1397,556,Checking,30528.36,2022-04-12,Closed
1398,134,Checking,28060.38,2018-02-03,Active
1399,2093,Loan,148251.22,2020-03-22,Inactive
1400,988,Loan,20001.11,2024-08-30,Active
1401,745,Loan,87627.07,2016-01-27,Active
1402,1921,Savings,12196.05,2025-03-26,Closed
1403,881,Savings,88301.11,2021-06-20,Closed
1404,890,Loan,130906.92,2018-02-25,Active
1405,120,Checking,35948.75,2018-03-07,Active
1406,877,Loan,82094.03,2019-12-03,Active
1407,413,Loan,85133.56,2017-09-20,Inactive
1408,309,Loan,60291.31,2023-03-12,Closed
1409,590,Savings,179289.67,2021-01-13,Inactive
1410,1490,Loan,192812.38,2022-09-20,Closed
1411,833,Checking,110966.8,2017-06-06,Inactive
1412,1093,Checking,23992.39,2023-02-11,Closed
1413,1897,Loan,148603.83,2019-08-21,Inactive
1414,897,Savings,161552.49,2023-01-22,Inactive
1415,1013,Savings,113994.27,2018-01-12,Inactive
1416,1040,Loan,162058.07,2016-05-20,Inactive
1417,478,Savings,178601.02,2016-10-20,Closed
1418,1798,Savings,36952.34,2023-07-23,Active
1419,1803,Savings,31998.96,2015-11-06,Inactive
1420,1010,Loan,180165.06,2016-07-17,Inactive
1421,2159,Checking,143612.31,2017-05-16,Active
1422,2009,Loan,179024.24,2023-01-19,Inactive
1423,567,Loan,190222.81,2020-12-03,Closed
1424,996,Savings,29422.54,2021-01-28,Closed
1425,404,Savings,158543.34,2021-02-14,Inactive
1426,223,Loan,37282.31,2022-02-13,Active
1427,183,Checking,152079.85,2023-03-13,Inactive
1428,1908,Loan,100443.87,2023-04-13,Closed
1429,1796,Checking,136561.26,2020-06-19,Closed
1430,1525,Loan,102624.08,2023-08-17,Active
1431,970,Loan,106765.41,2019-09-04,Active
1432,166,Savings,2976.07,2021-09-22,Inactive
1433,968,Checking,128904.07,2017-05-13,Closed
1434,1314,Savings,91773.06,2016-03-12,Inactive
1435,668,Savings,174337.33,2022-08-01,Closed
1436,384,Savings,155678.44,2023-03-04,Closed
1437,686,Loan,188336.42,2020-08-16,Closed
1438,1427,Loan,4318.0,2020-07-07,Inactive
1439,815,Checking,55075.43,2019-11-22,Closed
1440,2095,Savings,10866.07,2024-02-08,Active
1441,21,Loan,82824.67,2025-01-18,Inactive
1442,339,Savings,137198.09,2016-03-07,Inactive
1443,381,Loan,193466.63,2023-10-24,Active
1444,1630,Savings,126474.78,2017-07-30,Closed
1445,622,Savings,41052.75,2022-03-29,Active
1446,1886,Checking,93043.84,2023-10-07,Closed
1447,572,Savings,22590.77,2023-10-29,Closed
1448,366,Savings,22098.27,2024-04-18,Inactive
1449,429,Savings,182613.7,2024-03-23,Active
1450,496,Loan,144194.97,2016-05-08,Inactive
1451,558,Loan,68259.26,2019-06-17,Closed
1452,2168,Checking,186446.68,2015-10-08,Active
1453,877,Savings,58369.25,2018-04-12,Active
1454,1768,Checking,67131.29,2020-05-01,Closed
1455,55,Loan,35356.96,2025-04-02,Closed
1456,1235,Loan,20277.73,2017-10-07,Inactive
1457,722,Savings,17565.14,2019-03-10,Active
1458,1618,Loan,104725.68,2015-06-30,Inactive
1459,36,Loan,132817.16,2015-08-17,Active
1460,615,Loan,56985.95,2024-12-27,Active
1461,71,Loan,38327.61,2019-02-09,Inactive
1462,1434,Loan,75789.37,2019-04-12,Active
1463,6,Savings,142992.5,2020-08-10,Closed
1464,1415,Savings,155733.39,2017-07-06,Closed
1465,2034,Savings,155160.78,2024-07-14,Active
1466,1859,Savings,27946.74,2023-08-16,Active
1467,1737,Checking,109713.84,2017-07-05,Closed
1468,1502,Checking,61042.5,2020-11-27,Active
1469,869,Savings,51501.13,2020-10-13,Active
1470,640,Savings,27739.59,2015-10-09,Inactive
1471,221,Checking,24184.13,2018-10-17,Closed
1472,664,Checking,45776.76,2018-10-06,Inactive
1473,1139,Savings,32853.54,2016-05-23,Closed
1474,252,Checking,143627.62,2019-05-15,Active
1475,1767,Checking,172323.84,2024-02-17,Active
1476,1689,Savings,25562.51,2015-08-17,Inactive
1477,2176,Loan,189003.06,2018-09-12,Active
1478,1403,Checking,51842.9,2021-09-27,Active
1479,32,Savings,140090.8,2020-01-17,Inactive
1480,133,Savings,11258.88,2018-12-17,Active
1481,1488,Checking,191296.11,2017-04-03,Closed
1482,1850,Checking,84349.42,2019-09-14,Inactive
1483,266,Checking,88283.86,2022-12-18,Closed
1484,1426,Checking,56651.24,2019-03-16,Active
1485,1009,Checking,95654.09,2017-04-27,Active
1486,561,Checking,92080.05,2018-01-11,Active
1487,453,Savings,110765.75,2025-03-06,Active
1488,2107,Savings,7265.44,2021-09-27,Active
1489,1690,Loan,45585.11,2015-12-14,Inactive
1490,1633,Checking,152570.57,2020-01-24,Active
1491,2003,Savings,84472.96,2024-10-30,Active
1492,54,Loan,19034.38,2024-03-21,Closed
1493,1501,Checking,21034.13,2024-09-27,Closed
1494,125,Loan,21190.41,2017-04-21,Inactive
1495,250,Checking,16429.22,2024-08-31,Closed
1496,174,Checking,90319.11,2023-12-11,Active
1497,221,Checking,142380.56,2021-09-01,Inactive
1498,327,Savings,162505.93,2025-01-27,Inactive
1499,1480,Loan,190754.45,2025-02-02,Inactive
1500,1230,Savings,160105.84,2023-04-30,Active
1501,468,Loan,38908.99,2019-05-06,Active
1502,1783,Savings,69461.18,2017-10-23,Closed
1503,1456,Checking,84894.63,2018-06-24,Inactive
1504,1040,Checking,5451.65,2025-05-20,Active
1505,23,Checking,39392.44,2017-09-22,Closed
1506,821,Loan,80217.26,2023-08-23,Inactive
1507,1042,Checking,177872.12,2024-05-24,Inactive
1508,610,Savings,70323.36,2016-02-15,Active
1509,2149,Savings,166053.95,2017-11-24,Closed
1510,1946,Savings,5932.97,2024-05-04,Inactive
1511,1651,Checking,84825.49,2019-06-19,Inactive
1512,1354,Loan,117657.5,2025-03-30,Active
1513,478,Savings,89109.74,2024-08-21,Inactive
1514,1915,Savings,182742.84,2022-03-14,Active
1515,81,Loan,130848.19,2019-01-17,Closed
1516,967,Loan,153538.68,2025-04-17,Closed
1517,279,Loan,112365.62,2017-01-22,Closed
1518,1105,Loan,106.89,2016-02-15,Active
1519,270,Checking,156783.77,2022-08-06,Active
1520,1047,Loan,121574.27,2018-07-01,Active
1521,1220,Loan,165941.26,2015-12-29,Inactive
1522,1618,Loan,105602.18,2020-02-29,Inactive
1523,917,Loan,12556.29,2022-10-03,Inactive
1524,1799,Loan,23615.73,2023-04-15,Inactive
1525,1566,Loan,111086.67,2025-01-06,Inactive
1526,419,Checking,181569.19,2022-07-08,Active
1527,609,Savings,96733.56,2018-10-21,Active
1528,1987,Checking,113989.09,2016-02-23,Active
1529,956,Savings,152320.12,2019-04-01,Inactive
1530,750,Savings,147262.08,2024-09-11,Closed
1531,1185,Loan,113476.74,2016-07-17,Active
1532,1828,Savings,12932.62,2022-01-19,Inactive
1533,677,Checking,169548.37,2025-04-22,Closed
1534,572,Savings,42475.62,2016-08-09,Active
1535,2112,Checking,163872.65,2025-03-07,Closed
1536,703,Savings,17349.08,2019-11-03,Active
1537,649,Loan,132904.28,2024-09-26,Active
1538,1063,Savings,169848.68,2022-02-22,Closed
1539,343,Savings,73560.09,2023-08-15,Closed
1540,2102,Loan,100643.58,2016-02-15,Closed
1541,1838,Savings,179438.09,2023-06-02,Active
1542,1821,Savings,146056.82,2021-12-03,Closed
1543,2063,Loan,117323.3,2024-08-10,Inactive
1544,2082,Savings,162971.43,2022-05-20,Active
1545,1635,Checking,60474.87,2019-10-28,Active
1546,659,Savings,89983.91,2020-02-05,Inactive
1547,2138,Loan,147357.84,2020-02-15,Active
1548,1804,Loan,74446.76,2025-06-10,Active
1549,707,Savings,162279.99,2016-07-21,Inactive
1550,192,Checking,94598.68,2017-07-02,Inactive
1551,384,Savings,168344.81,2024-09-28,Inactive
1552,349,Checking,118933.92,2021-06-07,Active
1553,345,Savings,101935.11,2016-11-07,Inactive
1554,1108,Savings,119780.29,2016-03-06,Inactive
1555,2068,Savings,92403.49,2017-04-05,Inactive
1556,1955,Loan,126895.41,2021-04-18,Inactive
1557,177,Loan,70605.57,2019-12-06,Closed
1558,483,Checking,180896.66,2018-04-17,Active
1559,1735,Savings,70599.31,2022-12-14,Active
1560,2025,Loan,128286.53,2018-06-11,Active
1561,1997,Checking,134675.59,2020-12-14,Closed
1562,919,Checking,144434.49,2021-02-22,Inactive
1563,439,Checking,115997.27,2023-04-11,Closed
1564,1631,Savings,58216.4,2019-05-08,Active
1565,1728,Loan,127750.63,2015-09-17,Closed
1566,1542,Checking,109133.09,2017-03-15,Closed
1567,1085,Loan,85576.3,2024-01-14,Inactive
1568,1856,Loan,62134.93,2016-04-01,Active
1569,1819,Savings,30166.33,2024-05-25,Inactive
1570,419,Checking,28039.11,2023-11-14,Inactive
1571,996,Loan,81029.51,2017-10-07,Closed
1572,513,Savings,100257.84,2021-03-14,Closed
1573,910,Checking,106691.73,2024-01-08,Closed
1574,2056,Savings,122623.09,2020-08-02,Inactive
1575,564,Checking,78735.3,2018-06-11,Active
1576,2160,Checking,120189.46,2019-04-11,Active
1577,1741,Savings,124459.43,2015-09-28,Active
1578,366,Checking,14307.54,2017-09-10,Active
1579,1017,Checking,132066.82,2018-03-16,Closed
1580,669,Savings,142804.32,2023-07-19,Active
1581,953,Savings,94759.63,2018-07-08,Inactive
1582,2,Checking,36909.36,2023-09-16,Active
1583,180,Checking,63904.12,2021-10-17,Closed
1584,387,Checking,66156.37,2018-02-25,Closed
1585,90,Savings,71743.4,2017-05-30,Inactive
1586,1238,Checking,28501.23,2021-04-23,Active
1587,399,Checking,63235.68,2018-04-27,Active
1588,792,Loan,57475.01,2023-10-01,Active
1589,1706,Checking,168948.15,2017-12-18,Inactive
1590,1984,Loan,12599.38,2019-07-26,Closed
1591,520,Loan,51367.72,2016-08-20,Closed
1592,172,Loan,107978.89,2017-07-06,Closed
1593,12,Checking,92075.88,2019-12-29,Closed
1594,596,Savings,53935.47,2019-03-26,Inactive
1595,1110,Checking,103152.8,2020-05-06,Active
1596,928,Checking,124320.78,2016-08-12,Inactive
1597,1543,Checking,108955.96,2022-01-11,Closed
1598,1020,Loan,195038.79,2021-12-27,Inactive
1599,1804,Checking,186027.11,2019-06-10,Inactive
1600,1280,Loan,178450.9,2024-09-06,Active
1601,1341,Checking,117464.61,2018-02-28,Inactive
1602,202,Savings,24385.42,2022-07-28,Active
1603,740,Savings,168886.11,2023-04-27,Inactive
1604,1480,Savings,139246.67,2022-12-06,Inactive
1605,183,Checking,22234.4,2021-09-04,Inactive
1606,322,Checking,136394.59,2025-05-16,Active
1607,931,Loan,107332.4,2022-12-06,Closed
1608,1618,Savings,83960.39,2017-09-14,Active
1609,1683,Loan,129347.51,2023-05-17,Active
1610,2109,Loan,51611.02,2022-12-16,Inactive
1611,229,Checking,96844.38,2023-05-23,Active
1612,102,Loan,131040.83,2017-04-29,Closed
1613,1234,Savings,59392.03,2025-03-10,Closed
1614,1025,Savings,8915.14,2024-02-13,Inactive
1615,1537,Loan,172969.37,2020-02-21,Closed
1616,1782,Checking,99249.44,2022-05-23,Active
1617,1339,Checking,52057.23,2015-11-30,Active
1618,1273,Checking,84429.93,2021-06-16,Inactive
1619,2008,Checking,67653.31,2018-09-02,Active
1620,1846,Checking,153485.08,2020-08-01,Active
1621,788,Loan,160955.56,2022-03-01,Active
1622,1742,Savings,48124.59,2021-02-05,Inactive
1623,1058,Checking,175115.07,2022-12-14,Active
1624,755,Checking,66969.72,2020-05-01,Inactive
1625,222,Savings,78996.32,2016-06-30,Inactive
1626,1422,Savings,185033.13,2021-12-10,Active
1627,1743,Savings,171042.89,2024-08-13,Active
1628,717,Savings,58469.52,2019-05-31,Inactive
1629,1754,Checking,138636.9,2019-11-16,Inactive
1630,1273,Checking,26434.48,2024-07-17,Inactive
1631,276,Checking,5063.65,2022-11-21,Active
1632,725,Checking,141682.76,2024-01-13,Active
1633,379,Checking,182099.14,2023-10-17,Closed
1634,1029,Loan,159274.83,2017-01-21,Closed
1635,1591,Savings,726.92,2022-09-22,Closed
1636,62,Savings,94654.36,2020-05-25,Closed
1637,1623,Checking,142048.89,2022-04-10,Closed
1638,524,Savings,174861.07,2018-02-25,Active
1639,1468,Checking,186110.4,2017-08-07,Active
1640,1120,Checking,26549.46,2025-01-26,Closed
1641,1674,Checking,170474.73,2017-01-18,Closed
1642,1741,Savings,29028.59,2023-12-04,Active
1643,675,Savings,40380.13,2023-08-19,Inactive
1644,938,Loan,151824.29,2018-09-29,Inactive
1645,1402,Savings,85731.79,2022-02-01,Closed
1646,1581,Loan,9142.78,2015-10-16,Closed
1647,1436,Loan,33345.13,2020-12-31,Inactive
1648,2106,Savings,61607.47,2019-07-27,Active
1649,953,Loan,64521.93,2015-06-30,Inactive
1650,1483,Checking,8953.39,2024-09-16,Closed
1651,1759,Checking,60753.37,2016-07-21,Inactive
1652,1169,Loan,93178.42,2016-11-29,Closed
1653,597,Savings,169024.74,2015-09-05,Active
1654,457,Savings,188865.1,2015-11-10,Active
1655,1833,Checking,153835.06,2016-01-02,Closed
1656,2013,Loan,187987.04,2023-08-30,Closed
1657,348,Checking,87396.87,2023-06-22,Inactive
1658,845,Savings,132731.86,2024-08-27,Closed
1659,682,Checking,33529.07,2019-06-26,Active
1660,1555,Loan,33528.05,2017-06-13,Active
1661,1945,Checking,142700.46,2024-04-12,Closed
1662,249,Savings,121151.48,2018-02-14,Inactive
1663,1012,Savings,50613.45,2022-05-31,Closed
1664,797,Savings,77015.91,2018-12-02,Active
1665,1332,Loan,108836.39,2023-07-27,Active
1666,1093,Loan,178705.74,2019-09-19,Inactive
1667,941,Checking,1868.97,2016-08-30,Closed
1668,426,Loan,13359.28,2025-06-11,Inactive
1669,1805,Checking,100783.87,2024-08-24,Closed
1670,275,Checking,68740.75,2023-09-15,Active
1671,1143,Checking,50505.86,2016-04-09,Closed
1672,1473,Checking,52008.46,2018-12-30,Active
1673,2178,Savings,163799.57,2018-07-31,Inactive
1674,271,Checking,120354.86,2018-08-16,Active
1675,1845,Loan,156747.78,2020-11-12,Active
1676,64,Loan,137091.2,2016-06-03,Closed
1677,1313,Savings,128551.7,2024-03-23,Active
1678,603,Loan,91026.91,2016-12-18,Closed
1679,2100,Loan,50719.08,2018-11-04,Closed
