loan_id,account_id,customer_id,loan_amount,loan_date,loan_status
L01152,1032,1675,6112.63,2020-09-29,pending
L01153,1270,1826,35691.93,2020-07-29,closed
L01154,885,1360,42350.69,2022-12-21,approved
L01155,136,19,13339.86,2019-12-23,rejected
L01156,1654,1152,24741.84,2018-08-13,approved
L01157,2377,1686,32123.53,2019-05-27,approved
L01158,636,476,24933.07,2021-02-17,approved
L01159,1947,2177,20701.95,2019-01-04,closed
L01160,2112,2107,13771.91,2018-06-01,rejected
L01161,1363,784,41313.49,2019-11-29,approved
L01162,2490,1924,15415.83,2022-08-31,approved
L01163,2047,1914,21701.65,2020-04-15,closed
L01164,1326,629,17089.31,2019-09-28,rejected
L01165,763,786,27958.32,2021-11-16,rejected
L01166,1085,2132,47643.93,2021-06-09,approved
L01167,1514,1068,6475.68,2021-01-28,approved
L01168,2066,1026,18949.41,2020-02-20,rejected
L01169,779,211,22617.36,2019-11-18,approved
L01170,941,1162,10388.7,2020-07-09,approved
L01171,1642,1196,43213.96,2020-07-01,approved
L01172,405,992,30445.65,2021-02-15,pending
L01173,54,1354,12445.84,2020-11-14,pending
L01174,2108,1763,41993.38,2020-09-13,approved
L01175,855,38,37138.08,2021-01-08,pending
L01176,485,651,46082.89,2021-03-02,approved
L01177,169,705,40834.39,2019-12-23,approved
L01178,2124,690,41495.26,2020-05-20,approved
L01179,2275,275,23084.62,2020-10-23,rejected
L01180,1637,1174,15108.57,2018-05-25,approved
L01181,609,1145,21053.22,2019-11-12,closed
L01182,796,687,33204.81,2022-02-28,approved
L01183,1922,2017,35866.52,2022-09-30,approved
L01184,1911,423,38023.3,2020-06-20,approved
L01185,2045,1947,22342.27,2019-11-22,closed
L01186,792,553,11043.24,2021-11-24,rejected
L01187,217,1437,29457.07,2022-07-03,rejected
L01188,1562,1160,38308.26,2019-04-08,closed
L01189,513,410,43711.89,2020-08-25,pending
L01190,559,1202,30274.1,2019-02-08,pending
L01191,1004,631,48143.69,2020-01-21,rejected
L01192,2404,1270,23270.74,2019-02-22,closed
L01193,336,1794,46347.91,2018-03-27,approved
L01194,1980,432,33589.99,2021-09-14,closed
L01195,1339,308,29426.58,2022-02-19,closed
L01196,2041,2098,35990.53,2019-06-13,closed
L01197,335,15,10600.91,2018-01-23,closed
L01198,1226,703,12697.37,2022-10-10,closed
L01199,989,2168,49784.3,2020-08-23,pending
L01200,1783,854,15445.98,2022-08-31,rejected
L01201,220,1487,26704.28,2022-02-22,rejected
L01202,1359,1070,39905.47,2018-08-13,closed
L01203,1934,4,11350.89,2021-01-14,approved
L01204,526,1511,47014.27,2018-11-03,approved
L01205,919,1696,31271.47,2020-03-18,closed
L01206,856,978,15483.5,2020-09-18,rejected
L01207,2273,392,32018.74,2018-10-10,pending
L01208,733,978,46273.75,2019-04-18,approved
L01209,1449,235,35145.14,2020-03-01,approved
L01210,928,868,47029.74,2022-04-18,closed
L01211,2054,1743,24401.21,2019-01-10,approved
L01212,2357,543,15497.75,2018-06-12,pending
L01213,247,124,12575.06,2020-07-28,approved
L01214,76,2092,16006.15,2022-07-12,pending
L01215,349,1188,28817.54,2020-10-05,approved
L01216,2474,215,41557.64,2020-11-15,approved
L01217,264,918,36370.97,2018-04-05,approved
L01218,642,805,26985.2,2018-05-16,pending
L01219,2085,2098,21577.12,2022-07-18,closed
L01220,1640,976,24641.63,2019-10-03,approved
L01221,762,1413,10143.48,2020-07-29,closed
L01222,2078,1501,22100.22,2018-03-21,pending
L01223,2433,2098,34614.23,2021-02-17,closed
L01224,618,626,12642.21,2021-04-03,approved
L01225,528,1124,21222.81,2019-04-14,approved
L01226,1573,36,6787.06,2018-10-25,closed
L01227,1257,1073,13640.45,2018-01-22,approved
L01228,1531,1566,49417.36,2021-12-14,approved
L01229,1912,1882,5355.6,2019-03-17,approved
L01230,699,2102,49040.23,2018-06-29,closed
L01231,1340,525,15801.85,2021-12-07,closed
L01232,1919,611,5664.49,2020-01-23,closed
L01233,2485,237,37273.16,2022-02-03,closed
L01234,470,344,27331.52,2022-05-16,closed
L01235,1795,1354,18924.8,2019-09-23,rejected
L01236,106,1042,17555.89,2019-04-20,pending
L01237,679,756,49090.68,2018-08-16,approved
L01238,2239,241,29361.98,2020-01-09,pending
L01239,1757,55,15611.47,2018-06-16,pending
L01240,159,139,46931.52,2018-04-09,approved
L01241,770,1277,6285.89,2022-07-24,pending
L01242,870,759,37504.18,2022-12-01,closed
L01243,310,1536,31053.32,2019-05-30,pending
L01244,494,1408,17974.03,2019-04-20,approved
L01245,2489,1881,22759.03,2022-03-03,rejected
L01246,1122,879,25857.97,2022-11-25,pending
L01247,2278,1995,13060.17,2018-10-07,approved
L01248,818,331,46756.32,2020-12-17,approved
L01249,1893,1521,31850.51,2020-08-18,closed
L01250,1050,422,42706.86,2020-04-10,approved
L01251,1818,1141,48651.77,2020-04-04,approved
L01252,984,1394,29079.51,2018-09-24,pending
L01253,265,1092,17806.27,2018-06-14,approved
L01254,807,1910,8688.77,2021-04-07,approved
L01255,2364,2193,25750.44,2019-10-17,approved
L01256,2388,2104,34955.81,2022-04-25,approved
L01257,97,724,37065.02,2020-06-11,closed
L01258,1892,14,21612.93,2018-11-22,approved
L01259,41,1704,38005.88,2021-09-19,approved
L01260,684,487,21807.54,2020-06-17,closed
L01261,1075,1596,28430.82,2018-12-02,approved
L01262,910,1863,40142.28,2021-03-09,approved
L01263,668,1485,6947.87,2019-09-24,closed
L01264,2104,714,31820.09,2021-01-23,rejected
L01265,317,1233,30612.34,2020-04-30,approved
L01266,1542,1802,46304.27,2020-07-16,approved
L01267,1954,1920,15032.85,2018-12-12,closed
L01268,1301,1548,16467.51,2020-11-20,closed
L01269,2276,1003,26055.9,2019-08-16,closed
L01270,2156,907,22457.9,2020-11-25,closed
L01271,1430,89,43858.48,2021-07-18,pending
L01272,1623,1346,35886.55,2020-08-28,approved
L01273,1161,810,17938.28,2018-03-31,pending
L01274,70,1760,44962.62,2021-11-01,approved
L01275,1946,509,17804.4,2018-04-26,approved
L01276,446,1480,38562.01,2019-08-13,pending
L01277,1615,702,24259.81,2022-03-06,closed
L01278,814,1792,49180.99,2022-07-12,rejected
L01279,1559,260,28483.86,2020-03-11,approved
L01280,93,142,49449.55,2019-02-11,closed
L01281,1078,2147,46538.96,2018-10-08,approved
L01282,943,717,9837.91,2021-12-30,pending
L01283,1346,1450,46131.09,2018-01-27,closed
L01284,623,1095,44711.61,2022-02-11,closed
L01285,1902,1611,19621.79,2020-07-26,rejected
L01286,292,2069,31803.59,2021-07-30,approved
L01287,1372,369,28500.76,2018-09-08,approved
L01288,1304,1542,25112.07,2019-11-28,approved
L01289,210,1014,48352.96,2018-09-15,approved
L01290,1273,1345,43331.15,2018-10-26,approved
L01291,2063,1499,43604.68,2018-07-30,pending
L01292,1811,561,8748.06,2019-11-16,pending
L01293,997,1401,47986.5,2022-12-22,approved
L01294,2052,1560,36485.33,2019-07-04,approved
L01295,961,1044,21192.5,2021-02-01,approved
L01296,1391,918,41976.05,2021-06-23,rejected
L01297,1696,927,18427.52,2021-09-08,approved
L01298,482,1126,33144.45,2018-01-09,rejected
L01299,372,1560,22860.56,2018-08-25,pending
L01300,2227,1731,40710.34,2021-07-31,pending
L01301,602,1681,17519.99,2021-04-11,pending
L01302,2452,380,8923.23,2018-03-08,approved
L01303,806,736,44947.7,2022-03-01,approved
L01304,2215,1277,42455.0,2022-04-25,closed
L01305,1794,989,9971.63,2019-08-19,approved
L01306,1715,1494,36086.36,2019-12-28,pending
L01307,2076,2160,22243.5,2020-11-26,pending
L01308,1303,1601,38838.92,2022-09-22,pending
L01309,1189,611,44038.78,2020-02-12,approved
L01310,2323,1656,8532.74,2020-05-01,approved
L01311,2082,1594,26244.97,2021-05-11,approved
L01312,1143,1561,28834.95,2018-03-03,closed
L01313,222,1292,45228.31,2020-03-10,approved
L01314,1926,1305,34185.15,2022-05-16,approved
L01315,2378,132,18501.54,2021-12-15,closed
L01316,507,464,33360.35,2021-10-23,approved
L01317,592,1272,35251.78,2020-07-20,pending
L01318,937,1116,11221.36,2018-10-18,pending
L01319,2037,1425,44384.16,2021-08-08,rejected
L01320,105,324,32413.55,2018-03-12,closed
L01321,1214,595,15714.38,2018-03-19,approved
L01322,697,2088,38386.04,2018-10-05,closed
L01323,1739,626,8364.3,2021-01-23,approved
L01324,2383,973,12673.24,2022-08-01,approved
L01325,1468,722,17948.0,2019-10-04,approved
L01326,1255,1890,28889.34,2018-04-26,rejected
L01327,128,1324,12196.71,2018-02-10,closed
L01328,358,1019,18184.58,2019-10-04,closed
L01329,2189,1594,49532.3,2022-11-12,approved
L01330,1660,1756,38331.89,2018-07-26,closed
L01331,1181,757,49271.62,2022-05-06,approved
L01332,345,700,14949.65,2021-05-24,approved
L01333,500,383,39233.47,2020-10-15,approved
L01334,1431,234,21217.88,2021-01-24,pending
L01335,847,87,30124.68,2022-09-21,approved
L01336,1173,6,45005.11,2022-05-14,pending
L01337,532,540,43016.19,2022-12-27,approved
L01338,1290,819,10046.13,2018-03-14,approved
L01339,55,518,13496.04,2022-09-29,approved
L01340,2125,179,29200.64,2019-03-24,rejected
L01341,2020,263,7309.25,2022-02-23,closed
L01342,2206,1019,34303.95,2018-01-29,approved
L01343,69,142,46326.95,2019-01-18,approved
L01344,2035,1991,19608.48,2019-11-12,rejected
L01345,2488,1129,46674.55,2021-11-19,approved
L01346,868,189,21265.31,2022-03-15,approved
L01347,929,2158,43168.37,2018-12-09,approved
L01348,2301,1807,46530.96,2019-03-08,pending
L01349,1074,1176,15592.43,2019-04-19,approved
L01350,227,2004,38798.57,2018-09-15,rejected
L01351,1624,1503,43940.27,2018-09-26,approved
L01352,993,1256,38834.54,2018-10-16,approved
L01353,1927,1360,5643.63,2020-02-09,pending
L01354,2033,429,23853.03,2022-12-13,approved
L01355,1558,51,27954.08,2020-05-23,approved
L01356,1993,601,8653.25,2021-11-02,approved
L01357,2348,604,28899.21,2018-01-15,pending
L01358,1955,1414,15564.12,2018-12-01,approved
L01359,244,1286,23752.38,2019-04-01,approved
L01360,1913,1002,14514.64,2019-04-07,approved
L01361,108,936,31846.05,2019-01-19,approved
L01362,612,475,43664.58,2018-08-01,approved
L01363,1680,1967,30505.27,2022-01-07,closed
L01364,1719,443,29843.37,2022-06-27,pending
L01365,68,650,24537.27,2021-04-07,pending
L01366,131,2108,34244.72,2018-02-16,approved
L01367,146,1805,11743.68,2019-11-09,approved
L01368,744,768,24523.09,2020-02-21,approved
L01369,1221,347,29883.1,2018-10-24,rejected
L01370,445,1980,39785.88,2022-08-24,rejected
L01371,66,1492,22548.84,2022-08-06,approved
L01372,1978,1858,11555.27,2022-10-05,approved
L01373,1650,1273,17168.04,2018-04-27,closed
L01374,472,886,39007.92,2018-11-05,approved
L01375,2263,1537,9141.61,2021-01-22,closed
L01376,2216,1495,41896.66,2021-12-01,pending
L01377,1836,1379,40462.85,2019-03-07,approved
L01378,555,186,28529.48,2022-02-15,approved
L01379,1486,573,47195.67,2019-02-18,approved
L01380,771,614,35800.66,2018-04-28,pending
L01381,1179,1232,45009.94,2018-08-04,rejected
L01382,2188,249,35645.29,2018-10-21,approved
L01383,2252,887,6616.96,2021-06-10,approved
L01384,1495,801,43050.02,2018-10-02,approved
L01385,992,959,22220.56,2022-07-25,closed
L01386,2362,970,17804.31,2018-11-17,pending
L01387,786,580,27147.98,2018-07-27,pending
L01388,1604,421,31523.25,2018-08-15,approved
L01389,2048,1162,26015.13,2021-05-17,rejected
L01390,465,245,17963.5,2018-03-01,approved
L01391,580,1784,34508.25,2018-12-22,pending
L01392,2181,63,37140.29,2020-04-11,pending
L01393,2270,1891,5732.86,2018-10-10,rejected
L01394,20,924,43199.44,2020-09-02,approved
L01395,976,55,30869.32,2022-08-17,pending
L01396,742,628,26506.31,2020-01-28,approved
L01397,1376,2200,42323.82,2021-01-02,rejected
L01398,396,1751,44619.82,2022-07-15,approved
L01399,558,429,24395.0,2018-11-18,approved
L01400,198,515,47908.77,2018-07-22,rejected
L01401,639,387,10395.53,2019-05-27,pending
L01402,1833,1324,9419.42,2021-05-19,closed
L01403,182,966,21129.2,2019-09-01,closed
L01404,368,1612,47544.93,2020-08-25,pending
L01405,1426,979,35717.99,2019-02-16,approved
L01406,1603,614,17033.0,2020-06-26,pending
L01407,2056,381,35485.24,2022-12-22,approved
L01408,2371,224,18535.03,2021-02-09,approved
L01409,1580,1699,16124.75,2021-01-02,approved
L01410,615,439,39191.78,2021-10-30,approved
L01411,2498,1580,16423.96,2021-08-23,approved
L01412,363,864,36881.43,2018-11-29,approved
L01413,780,252,44811.06,2022-08-31,approved
L01414,1936,1252,8056.67,2022-02-14,pending
L01415,1475,1161,39385.93,2021-07-20,approved
L01416,2457,1447,40221.73,2018-04-09,approved
L01417,1479,805,46309.18,2019-07-02,rejected
L01418,2500,539,43201.03,2022-01-02,approved
L01419,756,1228,10539.44,2018-09-09,approved
L01420,2361,1335,26793.82,2021-07-17,closed
L01421,1897,1835,11658.47,2020-11-22,pending
L01422,657,433,46396.33,2018-02-06,approved
L01423,275,2068,19445.74,2020-03-12,approved
L01424,2316,1684,17666.02,2021-05-24,rejected
L01425,294,852,17542.69,2021-11-17,pending
L01426,757,852,14507.24,2022-06-25,pending
L01427,1093,416,10214.89,2020-11-16,pending
L01428,1025,1644,15443.79,2022-02-08,approved
L01429,164,1331,39488.3,2022-04-12,approved
L01430,2469,740,10711.45,2019-07-02,pending
L01431,740,1837,42082.52,2018-06-22,closed
L01432,2299,906,44691.8,2019-07-23,approved
L01433,874,198,35282.41,2019-05-22,pending
L01434,1157,1453,42327.6,2020-08-31,approved
L01435,424,1236,49654.19,2018-09-07,closed
L01436,407,1917,5473.24,2021-07-13,pending
L01437,625,50,5935.29,2019-04-08,approved
L01438,1972,915,43828.64,2018-05-02,approved
L01439,408,242,35209.51,2021-12-20,closed
L01440,1500,711,24058.41,2019-01-10,approved
L01441,1235,1804,23364.8,2019-07-12,approved
L01442,1768,820,11806.54,2018-11-13,closed
L01443,1750,1397,14553.95,2021-05-13,pending
L01444,1801,394,6414.84,2022-03-28,approved
L01445,1644,1347,47639.16,2020-09-16,approved
L01446,262,997,8604.4,2022-04-02,closed
L01447,1039,1061,6122.99,2019-01-16,pending
L01448,2471,140,17410.24,2020-04-01,approved
L01449,1996,909,6909.86,2019-07-02,approved
L01450,2462,1683,15809.93,2022-05-31,pending
L01451,289,713,32847.23,2022-09-15,approved
L01452,309,467,42612.24,2021-02-04,approved
L01453,1769,709,44537.43,2018-11-28,closed
L01454,1943,531,14441.55,2020-09-25,pending
L01455,533,841,11975.79,2018-07-04,approved
L01456,1060,1748,32790.65,2021-01-08,approved
L01457,1231,381,18466.36,2021-12-06,approved
L01458,1988,1097,16207.17,2020-02-14,closed
L01459,1485,2096,43661.58,2021-10-25,closed
L01460,2028,25,9220.39,2018-12-11,approved
L01461,353,571,8201.94,2021-06-21,approved
L01462,263,2118,27548.97,2019-08-30,approved
L01463,1341,184,28685.75,2018-07-10,closed
L01464,979,855,29653.34,2021-02-14,closed
L01465,1222,470,6273.42,2021-03-18,closed
L01466,1193,2149,37424.64,2020-04-28,pending
L01467,2484,1780,35414.89,2022-10-23,approved
L01468,822,358,48840.87,2022-05-26,approved
L01469,287,962,18374.91,2018-11-03,approved
L01470,1498,101,13605.1,2020-12-19,closed
L01471,2390,1409,40917.78,2018-08-28,approved
L01472,1522,2170,27064.94,2021-06-21,approved
L01473,1215,674,42031.89,2018-01-06,closed
L01474,1979,1899,45428.07,2022-06-09,closed
L01475,438,246,14196.01,2018-05-21,approved
L01476,1472,661,7778.04,2020-01-07,closed
L01477,2196,1255,36574.0,2022-05-26,pending
L01478,1146,1642,11783.19,2018-11-05,closed
L01479,1754,1059,21213.4,2018-06-19,closed
L01480,384,895,19297.69,2021-09-27,rejected
L01481,775,1107,33120.73,2019-04-19,closed
L01482,2279,289,32406.78,2022-01-22,approved
L01483,1550,871,20903.32,2022-05-14,rejected
L01484,716,795,19578.18,2019-05-16,closed
L01485,1857,142,35813.47,2020-11-19,rejected
L01486,481,1086,7237.57,2022-11-24,closed
L01487,934,1656,9750.41,2021-02-18,approved
L01488,30,599,30935.93,2021-01-02,approved
L01489,1761,846,33908.45,2018-06-20,approved
L01490,1016,1931,35102.82,2022-04-10,approved
L01491,2424,2027,36096.46,2021-04-27,closed
L01492,2013,1376,16483.1,2018-04-06,approved
L01493,1606,2020,8446.09,2021-09-26,approved
L01494,1951,971,28198.3,2018-12-25,approved
L01495,2285,1414,21523.5,2020-04-17,pending
L01496,2040,385,45223.22,2021-07-17,approved
L01497,1314,2024,49287.7,2019-04-15,closed
L01498,1753,584,37633.67,2022-05-11,closed
L01499,135,814,30042.44,2022-09-23,pending
L01500,342,1153,42468.17,2022-08-05,approved
L01501,1040,1701,44131.86,2021-12-13,closed
L01502,1885,1586,18084.39,2019-02-15,rejected
L01503,1433,2101,29361.33,2021-04-12,approved
L01504,2118,1058,10629.83,2019-12-06,pending
L01505,1245,1545,26897.54,2022-05-07,closed
L01506,134,202,16574.93,2021-03-01,closed
L01507,589,239,24366.22,2019-01-14,approved
L01508,1443,191,45660.44,2018-06-14,closed
L01509,1405,765,33876.5,2019-06-12,approved
L01510,869,2011,10240.44,2020-07-18,closed
L01511,614,2011,41977.96,2019-12-21,approved
L01512,1907,1788,13531.87,2021-05-03,rejected
L01513,302,656,21124.51,2019-08-25,rejected
L01514,348,206,21185.6,2021-03-23,approved
L01515,2055,1656,35096.52,2019-05-09,approved
L01516,204,1427,31905.37,2019-10-30,approved
L01517,1807,1223,7647.49,2019-01-01,approved
L01518,1981,2080,31270.91,2019-02-22,approved
L01519,477,717,49946.37,2021-07-08,closed
L01520,1046,1424,5587.5,2020-03-04,approved
L01521,2011,1700,36964.33,2021-01-28,approved
L01522,1054,756,33287.09,2020-08-31,closed
L01523,1394,1921,23535.52,2020-12-13,rejected
L01524,174,1003,22787.21,2021-09-13,approved
L01525,1502,938,47024.18,2018-05-23,rejected
L01526,816,1793,24495.59,2022-07-10,approved
L01527,111,45,26098.47,2018-07-03,rejected
L01528,702,1935,42711.81,2020-04-17,approved
L01529,798,1808,23907.81,2018-02-03,approved
L01530,2476,1964,31174.31,2021-08-29,approved
L01531,1791,574,27817.3,2018-05-15,pending
L01532,1462,2004,45986.12,2020-01-26,approved
L01533,1942,105,44085.99,2018-01-26,rejected
L01534,1003,2032,9980.45,2019-05-30,closed
L01535,1706,308,39365.55,2018-01-18,approved
L01536,867,529,23457.63,2020-08-05,approved
L01537,2414,2058,6341.09,2019-05-27,approved
L01538,1366,644,45286.84,2019-11-13,approved
L01539,1718,654,38834.5,2022-10-26,approved
L01540,536,1847,19657.78,2020-07-29,pending
L01541,1817,1775,24780.3,2022-10-29,approved
L01542,1234,829,35764.89,2022-01-24,approved
L01543,2456,1343,28753.03,2018-03-10,approved
L01544,1574,1109,27603.71,2019-07-21,pending
L01545,213,424,42408.9,2020-06-16,approved
L01546,1212,2083,8064.8,2020-04-18,approved
L01547,2418,1688,7924.59,2019-03-21,pending
L01548,253,1660,9837.1,2022-02-07,approved
L01549,2448,1671,25195.41,2019-12-07,approved
L01550,1802,186,11777.41,2021-12-19,rejected
L01551,1781,1407,26301.31,2019-05-13,pending
L01552,2149,473,35676.97,2020-08-16,pending
L01553,2184,1793,48524.3,2018-01-22,approved
L01554,1365,440,5811.41,2020-09-15,approved
L01555,899,1995,41319.43,2018-09-16,closed
L01556,1821,1870,7826.08,2020-08-15,approved
L01557,2199,1584,32520.69,2018-02-20,approved
L01558,138,1474,21852.42,2022-11-19,approved
L01559,2129,1831,19050.57,2020-01-08,approved
L01560,422,752,43933.21,2020-07-26,approved
L01561,95,1245,41332.24,2020-06-21,approved
L01562,1618,1766,19012.46,2022-12-27,approved
L01563,1775,821,40492.68,2018-12-30,approved
L01564,1806,1607,41622.49,2018-07-10,approved
L01565,711,737,41148.11,2022-12-31,approved
L01566,1503,159,31796.72,2021-10-21,rejected
L01567,640,975,38687.17,2022-11-09,approved
L01568,1679,1739,41951.22,2019-09-15,pending
L01569,960,1453,19028.01,2020-02-08,pending
L01570,1929,1369,29660.17,2020-08-12,pending
L01571,1582,829,44316.81,2020-07-09,rejected
L01572,540,544,37374.33,2018-11-10,approved
L01573,2186,1152,39377.34,2022-01-31,rejected
L01574,1302,67,40908.19,2022-08-11,approved
L01575,1856,1655,43300.0,2018-02-15,rejected
L01576,1734,1445,10111.99,2021-11-21,closed
L01577,774,772,38213.69,2018-03-16,approved
L01578,881,225,45157.77,2018-07-23,approved
L01579,2308,1750,33104.78,2019-08-14,approved
L01580,1053,1205,33737.27,2019-12-30,rejected
L01581,2210,1025,16761.78,2018-01-16,closed
L01582,1655,821,22947.15,2020-09-07,approved
L01583,288,2135,45286.93,2020-06-11,pending
L01584,1403,1143,24968.25,2019-05-18,approved
L01585,215,1990,38216.68,2019-05-14,approved
L01586,1160,1313,25474.69,2021-06-02,approved
L01587,1710,1844,32170.67,2019-03-23,pending
L01588,1886,918,22986.74,2018-11-12,rejected
L01589,1406,398,15776.09,2018-10-26,approved
L01590,2429,746,15105.32,2022-04-29,closed
L01591,490,2048,40257.11,2019-05-24,approved
L01592,1327,2042,49594.93,2022-06-30,closed
L01593,2333,1395,20127.14,2019-10-19,closed
L01594,813,1233,46827.74,2021-04-29,approved
L01595,356,1154,40806.44,2022-05-15,pending
L01596,783,1147,36952.41,2022-08-06,approved
L01597,1537,678,27546.96,2022-05-19,pending
L01598,2219,450,24002.11,2018-12-07,rejected
L01599,2099,1918,21368.01,2021-01-09,rejected
L01600,2442,1076,45551.83,2022-01-25,approved
L01601,2337,1916,49057.42,2022-08-11,closed
L01602,431,953,30599.74,2021-02-28,approved
L01603,1048,203,14081.84,2020-03-01,rejected
L01604,1589,1152,11823.93,2019-07-29,closed
L01605,1476,727,13239.22,2019-03-27,rejected
L01606,1066,1090,28773.33,2018-01-04,pending
L01607,1722,1008,26822.88,2018-07-01,pending
L01608,1847,1628,6622.97,2021-05-30,pending
L01609,357,1888,12164.89,2022-02-15,closed
L01610,817,1023,7925.43,2018-07-22,rejected
L01611,628,1701,13124.87,2018-09-21,approved
L01612,853,2194,11380.05,2020-12-20,rejected
L01613,266,1453,47292.53,2018-01-25,pending
L01614,1858,1477,45527.92,2020-05-13,approved
L01615,539,2160,43612.4,2022-10-18,approved
L01616,1135,2024,16645.49,2018-02-09,approved
L01617,824,279,33012.71,2018-10-30,pending
L01618,1544,1777,20868.2,2020-08-18,closed
L01619,18,2122,13607.62,2019-11-28,approved
L01620,286,131,27360.75,2021-08-03,closed
L01621,1280,390,6197.12,2019-06-27,closed
L01622,1058,2171,26568.74,2019-07-12,approved
L01623,1196,1242,38435.68,2021-12-30,pending
L01624,499,1256,29924.0,2019-07-14,pending
L01625,1496,1066,37224.32,2018-11-26,approved
L01626,1714,1167,24078.72,2021-08-30,closed
L01627,1422,399,5146.21,2021-06-04,approved
L01628,2092,1197,13740.7,2018-08-29,approved
L01629,1463,1503,9552.43,2021-09-09,closed
L01630,328,339,5746.28,2021-01-07,approved
L01631,26,1149,39629.32,2019-04-08,closed
L01632,610,2191,45510.55,2018-11-20,approved
L01633,1014,1387,17469.53,2020-01-06,closed
L01634,2036,1666,8564.55,2018-04-03,closed
L01635,1457,2081,29451.02,2018-11-11,pending
L01636,1132,547,36671.69,2021-01-15,closed
L01637,2145,1757,17825.47,2022-08-08,rejected
L01638,1407,233,34463.08,2021-04-19,approved
L01639,1530,1018,48980.76,2022-04-20,rejected
L01640,346,1705,8371.95,2022-04-22,approved
L01641,2467,2011,37294.17,2018-05-02,approved
L01642,1829,745,40541.43,2020-09-03,approved
L01643,1917,1382,22529.41,2018-08-15,approved
L01644,85,529,40882.22,2020-08-14,approved
L01645,1362,1480,34592.81,2019-11-19,approved
L01646,2334,742,38873.68,2018-05-23,rejected
L01647,2463,934,34094.0,2020-10-27,approved
L01648,2101,1259,36335.03,2022-11-03,approved
L01649,1822,2187,23580.83,2018-08-27,approved
L01650,834,1830,23664.84,2020-05-06,rejected
L01651,1204,205,37439.4,2019-01-27,approved
L01652,1830,2134,32622.64,2020-11-30,pending
L01653,898,358,29800.78,2018-08-17,rejected
L01654,2258,1964,11850.56,2018-02-25,approved
L01655,1956,797,15528.41,2019-08-14,approved
L01656,2203,589,20588.12,2021-07-06,pending
L01657,1697,1004,5446.52,2020-11-05,approved
L01658,622,1560,21128.24,2020-07-22,approved
L01659,102,1739,15641.94,2021-11-22,closed
L01660,2049,1979,21707.25,2019-01-30,approved
L01661,1652,1403,21599.67,2018-03-05,approved
L01662,2479,315,13182.39,2021-07-05,approved
L01663,325,1942,8643.7,2022-12-08,closed
L01664,426,778,16465.24,2022-05-05,closed
L01665,2114,822,17367.91,2021-12-26,closed
L01666,501,1468,7251.01,2019-12-19,closed
L01667,474,903,18812.53,2021-05-31,approved
L01668,1730,2055,7986.27,2020-08-27,rejected
L01669,1166,176,31885.83,2022-12-20,approved
L01670,585,543,26990.8,2019-09-24,approved
L01671,32,1624,5115.47,2019-01-15,approved
L01672,2391,807,45408.3,2021-09-13,approved
L01673,334,1052,41545.65,2022-11-07,approved
L01674,1842,718,14822.92,2022-12-19,pending
L01675,952,743,34504.82,2020-11-21,approved
L01676,72,1643,5531.66,2018-12-31,approved
L01677,1067,87,48181.59,2019-02-21,approved
L01678,2324,455,7839.44,2021-01-13,rejected
L01679,89,1716,49274.4,2022-12-19,closed
L01680,1758,776,6977.4,2019-10-31,approved
L01681,1107,1782,16258.82,2019-09-21,approved
L01682,2327,1131,37835.21,2021-08-24,approved
L01683,73,1111,44046.16,2018-10-06,closed
L01684,2292,438,16149.91,2020-08-06,closed
L01685,2483,373,37657.14,2018-08-20,rejected
L01686,145,788,14993.34,2020-08-25,closed
L01687,1439,1893,6397.28,2018-11-13,approved
L01688,1727,1013,20314.62,2021-05-08,closed
L01689,1598,1672,19795.7,2021-08-21,approved
L01690,1767,1302,33105.48,2020-01-11,pending
L01691,156,46,25403.19,2018-08-28,rejected
L01692,631,440,13628.12,2022-05-26,approved
L01693,920,1678,44632.95,2018-12-24,approved
L01694,28,438,11370.61,2020-09-28,closed
L01695,662,774,35165.03,2019-08-30,approved
L01696,1423,695,21669.82,2018-11-14,pending
L01697,681,394,35644.3,2018-09-18,pending
L01698,2331,2094,48569.33,2021-02-28,approved
L01699,1448,766,47354.78,2019-03-30,approved
L01700,2425,759,43653.88,2022-08-23,pending
L01701,1772,1330,20448.78,2020-09-16,approved
L01702,1283,605,7247.53,2021-07-12,approved
L01703,491,1894,22189.05,2020-11-29,approved
L01704,1699,673,14369.07,2018-03-19,approved
L01705,2067,1237,43706.19,2021-08-29,approved
L01706,649,1106,32601.81,2021-01-28,pending
L01707,365,39,6637.78,2022-10-11,pending
L01708,1588,482,5027.67,2022-01-31,closed
L01709,1831,1634,8214.72,2018-01-01,approved
L01710,690,1920,29452.53,2020-12-13,approved
L01711,1570,1413,24749.0,2018-04-14,approved
L01712,1071,1134,31917.67,2021-05-15,pending
L01713,2021,1932,5063.46,2019-03-20,pending
L01714,2493,1436,30778.66,2021-04-28,rejected
L01715,1826,1781,35039.41,2022-01-13,closed
L01716,2126,1996,35722.37,2022-02-04,approved
L01717,2039,1830,19874.3,2022-07-24,rejected
L01718,119,1031,48940.09,2020-11-12,approved
L01719,2373,1321,14841.37,2022-02-13,approved
L01720,1024,331,33618.14,2018-01-29,pending
L01721,2262,1452,10718.68,2019-07-27,approved
L01722,887,143,39656.77,2019-03-22,approved
L01723,2403,1314,16635.78,2020-01-25,rejected
L01724,2236,373,47858.25,2018-09-26,rejected
L01725,2053,1607,10961.85,2019-06-27,pending
L01726,2070,1991,40182.62,2021-10-11,approved
